ID;text
501;"
1. Ravnen flyver om aftenenom dagen han ikke må.Den skal have den onde lykke,den gode ikke kan få.Men ravnen flyver om aftenen.A: (Hæææ, hæææ, hæææi)B: Men ravnen flyver om aftenen.
2. “Hør mig, hør mig, du vilde valravn,kom flyv herned til mig.Hviden sølv vil jeg dig give,om du vil hjælpe mig.3. Min stedmoder har forvist min kæretil fjernt og fremmed land.Røden guld vil jeg dig give.Før mig til ham om du kan”.Men ravnen flyver om aftenen.A: (Hæææ, hæææ, hæææi)B: Men ravnen flyver om aftenen.4. “Sølv og guld og ædelstenevil jeg ikke af dig have.Men den første søn I føderskal I skænke mig som gave”.5 Irmelin lagde sin hvide håndalt på den ravnefod,og før end nætter tre var gåetfrem for kæresten hun stod.Men ravnen flyver om aftenen.A: (Hæææ, hæææ, hæææi)B: Men ravnen flyver om aftenen.6. Det var i den lyse sommerde lå i brudeseng,og før end måneder ni var gåetfødte Irmelin en dreng.7. Ravnen flyver om aftenen,den flyver til Irmelin.“Husk I bærer den onde lykkeHusk at drengen han er min”.Men ravnen flyver om aftenen.A: (Hæææ, hæææ, hæææi)B: Men ravnen flyver om aftenen.A: (Hæææ, hæææ, hæææi)B: Men ravnen flyver om aftenen.
"
502;"
1. Der boede en bonde lidt sønden for vor å,alt hvad han havde at ønske, ku’ han få.Af sønner har han fire, af døtre har han to– og jeg længes ud i alle mine dage.2. Der boede en pige i åens stride strøm,aldrig man glemmer en skikkelse så skøn.Om natten hun listed’ sig ind i bondens drøm– og jeg længes ud i alle mine dage.I den årle morgen måtte bonden hende se,men strømmen var for stærk, og gangeren gled– og jeg længes ud i alle mine dage.3. Der boede en bonde lidt sønden for vor å,alt hvad han havde at ønske, ku’ han få.Man aldrig mere bonden og elverpigen så– og jeg længes ud i alle mine dage.
"
503;"
1. Det var i tårnet, det himmelblåvor dame skulle i fængsel.Hendes brøde var at elske en mand,der havde svigtet sit fødeland.
Nej og jamen!Ja og Amen.Og hun trevled’ sine silkestrømper op.2. Her sku’ hun æde det skumle brødog nedsvælge gift ige slanger.Myldrende kryb, krible-krablemad,det bød hun sig selv uden anger.Nej og jamen!Ja og Amen.Og hun trevled’ sine silkestrømper op.3. I munden havd’ hun en diamantda vogterne spærred’ hende inde.Ho ho! En dag kom den ud som guldaf fangen, den mystiske Quinde.Nej og jamen!Ja og Amen.Og hun trevled’ sine silkestrømper op.4. Vor dame ku’ mer’ end sit fadervor,hun malede væggene sorte.En væv af et glasskår og knappenål,med hønseben skar hun så skarpt som stål.Nej og jamen!Ja og Amen.Og hun trevled’ sine silkestrømper op.5. Af lagenet trak hun tråde udog syed’ en blomst på en gulvklud.Hun skrev sine minder med sod og øl,imens hun sad i en mudderpøl.Nej og jamen!Ja og Amen.Og hun trevled’ sine silkestrømper op.6. Men sladderen udgik fra slottet nu,at hun kunne hekse med fostre.Man sagde, at vor dame var synsk og snu,en kætter der fabled’ om kloster.
Nej og jamen!Ja og Amen.Og hun trevled’ sine silkestrømper op.7. Da dagen oprandt og hun blev frifra bragesnak, brændevins slinger.Da var hun det allerede indeni,en engel på kærlighedsvinger.Nej og jamen!Ja og Amen.Og hun trevled’ sine silkestrømper op.8. Hvo’n skal vi synge om damen her,når ingen fatter en bjælde.Et “Jammersminde” til evig tid –en sjælegave hun sender.Ja og Amen.
"
504;"
1. I huset om natten,i mørket på trappen,jeg lister mig ned ad de hårde kolde trin.De hører mig ikke,jeg træder helt stille.Jeg husker det hele,jeg husker ingenting,jeg husker ingenting.Dum dum dia dum dum diadum dum dia dum dum dia.2. Jeg går forbi døre,der for altid er lukket,og vindu’r hvor dagslyset aldrig fi nder ind.På væggene hængerde sidste portrætter.Jeg husker det hele ...3. Jeg mærker de sprækker,der voksed’ sig større.Vi kasted’ med glas som den anden aldrig greb.Vi bygged’ de mure,der lukked’ os inde.Jeg husker det hele ...4. Og vejen er ensomi mørket før daggry,men det som jeg søger er inden i mig selv.Jeg ser mig tilbage,men vejen går vid’re.Jeg husker det hele ...
"
506;"
1. Bladet i bogen sig venderlet, som man ser,under veløvede hænder,let som en fjer.
2. Bladet i skoven sig venderlettere dogend for veløvede hænder,bladet i bog.
3. Bladet i verden sig vender,som lykkespil,under usynlige hænder,som Gud det vil.
4. Bladet, som Herren det ville,vendte sig tit,når det gik Danemark ilde,vendte sig blidt.
"
507;"
1. Du bærer din fortid i landskabets mærker,
du furede Danmark, vi synger din sangog sidder på voldenes grønne i solen,hvor krige om landet blev kæmpet engang.Da våbnene gjorde de dødes brigadeså sørgeligt talrig, mens dagen blev lang.2. For hvert af de spor, vi har sat på dit ansigt,der findes der spørgsmål og visdom og sag.Om grænsernes linjer, om retten og magten,om tvangen, der fremelsker mistro og nag.De lærte os langsomt at leve på frihedmed lighed og stemme for stærk og for svag.3. Men glemte vi nu i en sommernats sange,at galskaben findes i verden som før,og drømte Europa om menneskets godhed,om paradisfreden, hvor iskulden tør,så vågner vi brat med forbløffede øjne,når våbnene dræber, og stemmerne dør.4. Hvad fremtiden bringer dig, Danmark, er uvist,men vis os dit ansigt og det, vi har lært.Så tør vi at stå, hvor det sikre slår revner,så tør vi at prøve, om end det er svært:Tålmodigt at tænke og tale for frihedog stadig at kæmpe for det, vi har kært.
 
"
508;"
1. Som dybest brønd gi'r altid klarest vand,og lifligst drik fra dunkle væld udrinder,så styrkes slægtens marv hos barn og mandved folkets arv af dybe, stærke minder.Din egen dag er kort, men slægtens lang;læg øret ydmygt til dens rod forneden:årtusinde toner op i gråd og sang,mens toppen suser imod evigheden!
2. Vi søger slægtens spor i stort og småt,i flinteøksen efter harvens tænder,i mosefundets smykke, plumpt og råt,i kirkens kvadre, lagt af brede hænder.Hvert skimlet skrift, hver skjoldet alterboghar gemt et gran af slægtens ve og våde;nu skal de røbe mig, hvad vej jeg drog,og løfte mig en flig af livets gåde.
3. Endnu en stund, så drær den danske rug,mens lærken trilrer og grågøge kukke.Du pusling-land, som hygger dig i smug,mens hele verden brænder om din vugge,mod dig vort håb og manddomsdrømmen går,når landsbyklokken signer dine strande,når aftenrøden højt i skyen stårog sænker fredens korstegn på din pande.
4. Lad mig kun flagre hen som blad i høst,når du, mit land, min stamme, frit må leve,og skønne sange på den danske røstmå frie, stærke sjæle gennembæve.Da står en ny tids bonde på sin toftog lytter ud mod andre lærkesange,mens himlen maler blåt sit sommerloft,og rugen gulnes tæt om vig og vange.
"
509;"
1. Universet var tavst, en ulevelig zone,i tidernes morgen, da pluds’lig en toneslog op og fik stene og støv til at svingemed den melodi der bli’r ved med at klinge.Den rytme dit hjerteslår an, er den sammesom den der pulsereri livstræets stamme.Vil du tænde en stjerne eller flytte et fjeld,må du finde din toneog synge den selv.
2. Den planet vi forbrænder imens vi forbruger,har feber med stigende temperaturer.Hvordan skal et folk med kreditkort og ketsjerkurere den vældige smeltende gletsjer?Vi søger os trøst i begær der bedøver,skønt hjertet besyngerdet lidt vi behøver.At vi fik os en klode, er guddommeligt held;hvilken skæbne den møder,beror på os selv.
3. Mens vi øved’ på rollen som skabningens herre,blev prøverne afbrudt – af sygdom, desværre.Den vækst vi har søgt, har forbrudt sig mod normerfor væren i alle slags åndbare former.I tider naturengår over forstanden,da mærker vi hjerternesøger hinanden.Vi er adskilte sammen og erfarer imensvi forenes i længselmod livets essens.
4. Oceanet er frit. Vi er nødt til at sejle.Men hvem sætter kursen, hvis ingen tør fejle?Forførende væsener med havfruehalervil ta’ os ad strømme som moden befaler.Lad andre kun spejle sigi det perfekte,din sang lyder skønnestnår tonen er ægte.Midt i menneskehavet bli’r du mer’ end en sjatnår dit hjerte ta’r roretved dag og ved nat.
5 Den forklaring vi søger på flimrende skærme,er skjult som et kort i en magikers ærme.Hvem vil os det godt, og hvad skal vi dog tro påi magternes spil som der aldrig er ro på?Luk øjnene i, væropmærksom og vågen,mens hjertet oplyser dinvej gennem tågenmellem dem som vil samle, og de få som vil splid. Vi må synge så sandt somvi kan om vor tid.
6. I en verden hvor småfolk forbløder i krige,er fristelsen ikke at synge, men skrige.Hvor finder vi toner der samler og heler,og mod til at magte den smerte vi deler?Hver time du danser ogdyster og leger,gi’r kraft til den vigtigstemuskel du ejer.Hvad dit hjerte bli’r fuldt af, løber over i sang:Lad os sammen bevægehistoriens gang.
"
510;"
1. Drømte mig en drøm i natom silke og ærlig pæl,bar en dragt så let og glatog solfaldets strålevæld.Nu vågner den klare morgen.2. Til de unges flok jeg gik,jeg droges mod sang og dans.Trøstig mødte jeg hans blikog lagde min hånd i hans.Nu vågner den klare morgen.3. Alle andre på os så,de smilede, og de lo.Snart gik dansen helt i stå;der dansede kun vi to.Nu vågner den klare morgen.4. - Drømte mig en drøm i natom silke og ærlig pæl - -Fjernt han hilste med sin hat,og grå gik min drøm på hæld.Nu vågner den klare morgen.
"
511;"
1. I alle de riger og lande,hvorhen jeg i verden fór,jeg fægted med åben pandefor, hvad jeg for alvor tror.
2. En ørn var mit hjelmemærke,på brynjen stod korsets tegn.På skjold bar jeg løverne stærkei hjerternes milde hegn.
3. Når mænd jeg kasted min handske,opslog jeg min ridderhjelm;de så, jeg var Holger Danskeog ingen formummet skælm.
4. Vil dansken i verden fægte,men dølger åsyn og navn,jeg véd, hans ånd er ej ægte,jeg tager ham ej i favn.
"
512;"
1. På Sjølunds fagre sletter ved Østersøens bred,hvor skoven kranse fletter om engens blomsterbed,hvor sølverkilden glider nu ved ruinens fod,dér stolt i gamle tider en kongebolig stod.
2. I borgens gyldne sale sig rørte muntert liv,der hørtes skæmtsom tale og lystig tidsfordriv;Kong Valdemar dér bygged så fast sit kongehus,som det hans liv betrygged, til verden sank i grus.
3. Med lystig jægerskare på hviden ganger fløjden konge tit med fare hen over stub og høj;men i den raske glæde, ved jægerhornets klangde glemte tit at bede og høre messesang.
4. I muld for længe siden Kong Valdemar er lagt,men sælsomt gennem tiden går sagnet om hans jagt.Tit korser arme bonde sig end på natlig sti,hvor jægere og hunde ham suse vildt forbi.
"
513;"
1. Sol er oppe,skovens toppeglimrer alt som Gimles tag;bud os bringerhanevinger,hanegal om klaren dag.Vågner, vågner, danske helte!springer op og spænder bælte!dag og dåd er kæmperim.
2. Højt det gjalder,luren kalderkæmper op af morgenblund,stolper knage,luer brage,blusse over grønne lund.Vågner, ej til gammens tale,vin og smil i kongesale!Hildurs leg er nu for hånd.
3. Vågner, skuerborgens bueri den røde buegang!Luren gjalder,Lejre falderunder Skuldes jubelsang;Hjartvar ild i skoven tænder,bladet falmer, bøgen brænder,vågne må selv Dan og Skjold.
4. Op nu fagefor Rolf Kragekækt at løfte skjold og sværd!Vel for luerej han gruer,men for syn af niddingsfærd.Ring med glans og sværd med æggemild han gav med hænder begge,hvem tør nu slå ring om ham!
5. I sin bolig,tryg og rolig,slumred sødt den drot så bold,svenske luerend han kuermed sit brede dane-skjold;men ak! dog han står på gløder,tryllesværd og trindt han møder,hvem tør skyde skjold for ham!
6. Den, som kaldte;det tør Hjalte,det tør Sjællands bondeknøs;det tør Bjarke,om i markeFenris-ulv end selv var løs,lyst han har til med god LøveOdin selv at nå og kløve;Bodvar Bjarke slår til bunds.
7. Rolf kan blegne,Bjarke segne,Hjalte svømme i sit blod,Lejres buerkam i luersynke ned for Hjartvars fod;marken ej han kan beholde;før de emmer vorde kolde,dræber ham den sidste gnist.
8. Sol er oppe,skovens toppeglimre alt som Gimles tag;bud os bringerhanevinger,hanegal om klaren dag.Vågner, vågner, danske helte!springer op og spænder bælte!morgenstund har guld i mund.
"
514;"
1. Kong Vermund den gamle, af alderdom blind,men klog på de fremfarne dage,ved Ejderen sad med bekymring i sind,han sørged for Uffe hin Spage.
2. Han havde ej mer end den eneste søn,og ham kaldte alle den dumme,et mandighedsord, som han nemmed i løn,var dog faret ud af den stumme.
3. Og Uffe, han stod nu mod tyskere toi holmgang, hvor Ejderen strømmer,og Vermund den gamle, han græd og han losom barnet, der underfuldt drømmer.
4. Den gamle, han sad på den yderste kantaf Danemarks rige det gæve,og der var hans forsæt, om tyskerne vandt,han ville det ej overleve.
5. Han hørte det fløjte i luften som stær,han hørte det knitre som lynet,da kendte han Skræp, sit opgravede sværd,trods skaden, han havde på synet.
6. Velkommen igen fra de døde! sa' hanog indad sig flytted en tomme,han tænkte: skønt ej på den yderste randtids nok kan i graven du komme.
7. Han hørte det fløjte i luften på ny,han hørte det knitre som lynet,da sprang han fra tue, da kvad han i sky:Nu sagnet hos mig går for synet!
8. Nu tyskerne begge lå døde som sild,og Uffe stak sværdet i skede,og rygtet om sejren, det fór som en ildfra Ejder i nør over hede.
9. Og Danemark jubled fra hav og til hav,så bladet sig underlig vender,og Uffe til tronen, som Frode til grav,hans bondemænd bare på hænder.
10. Så gik det ved Ejder i ældgammel tid,for lang er med tysken vor trætte,og der immer så, når os lykken er blid,med tysken vi komme til rette.
"
515;"
1. Danmark, dejligst vang og vænge,lukt med bølgen blå,hvor de voksne, danske drengekan i leding gåmod de sakser, slaver, vender,hvor man dem på tog hensender;én ting mangler ved den have:leddet er af lave.
2. Ved Guds nådig forsyn hegnesdog det meste land,og hvad under Danmark regnes,nyder værn af vand.Ingen nabo, som vil vinde,tør på Danmark gå i blinde,blev kun ledet hængt til rette,skulle vel det tætte.
3. Mejlfarsund os Fyn beskytter,tryg står Møens klint;ind til Gedser ingen rytterride skal for svindt;Guldborgsund for Lolland genner,Øresund vort Sjælland tjener,hvert land har sit eget lukke,alt må Jylland sukke.
4. Holster, vagrer, lyneborgersom en farlig flodgør os Jylland mange sorger,tørster efter blod;lægges af må slig uvane,skam det var at lade ranefra vor mark den mindste tue;pil vi har og bue.
5. Sådan talte dronning Tyre,ret kaldt Danebod:I, som står for Danmarks styre,fatter frejdigt mod!Gabet kan vi vel tillukke,så vi ej os lader plukkeaf hver fremmed løbeskytte,der får lyst til bytte.
6. Fra moradset vest ved strandetil Mysund ved Slivi vil os en vold bemande,gøre snæver sti.Om forlov skal hver mand bede,hvis han agter ind at træde,nødig skal han atter farehjem med stjålen vare!
7. Danemark vi nu kan ligneved en frugtbar vang,hegnet trindt omkring, - Gud signeden i nød og trang!Gid som korn opvokse knægte,der kan frisk mod fjenden fægteog om Danebod end tale,når hun er i dvale.
"
516;"
1. Jeg var en munk i Saksenland,hvor malmen gror i fjelde,jeg brød mig ej om pavens band,ej om Sankt Peters vælde.2. Jeg fór dog ej med lærdom ny,skønt paven det tør mene,men stred for Herren under skyog for hans ord det rene!
3. Jeg præked på mit modersmålog sang så godt, jeg kunne,og de, som trued med ord og bål,fik skam på deres munde!4. Jeg grunded på Vorherres bogsom årle så og sildeog prented den på folkets sprog,alt som Vorherre ville!5. Jeg drog engang til Worms ved Rhinmin gerning at forsvare.“Som Husses hals af kød er din”,man sagde, “tag dig i vare!”6. “Det være må Vorherres sorg”,så fald mig ord i munden,“vor Gud han er så fast en borgog Satan fejg i grunden.7. Gik djævle der da end i lag,så mange og så røde,som teglene de er på tag,jeg tør og må dem møde!”8. I riddersalen høj og storfor Kejser Karl på tronenjeg trådte frem med sandheds ordog vented martyrkronen!9. Halvanden snes af år randt hen,så grå jeg blev i stridenog fandt, at både mund og pende slides op med tiden.10. Men frihed vandt Guds rene ord,brød ud i sang og talehos alle frændefolk i Nord,på bjerge og i dale!
"
517;"
1. På Tave bondes ager ved Birkende by,der gik en lille plovdreng og sang under sky;han messed som klerken og drev på treven hest:""Gud give, Hans Plovkøring kunne blive præst!""
2. Bag ploven nikked bonden; han lytted dertil:""Hver purk kan blive bisp, når Vorherre kun vil.Løb ej Morten Børup fra plov og bondehors?nu tugter han pilte til lærde mænd i Års.""
3. Det var hin lille plovdreng fra Birkende by,hans navn fløj over Danmark med folkeligt ry;en dansk Morten Luther, han stred med ordets sværdog sejred med ånden i hjertefolkets hær.
4. Ret aldrig nogen plovkøring drev det så vidt;han stoled på sin Gud, på sig selv dog kun lidt;den dag, han ej kæmped med modgang eller nød,han frygted, Guds nåde som før ej til ham flød.
5. Den dag, de stolte bisper i fængsel blev bragt,Guds ord var på Guds alter af bondehånd lagt;da folket var frelst og udslukt det bitre had,Hans Tavsen i Ribe på bispestolen sad.
6. Men mer end alle bisper i Danemarks landhin bondesøn han sørged for kvinde og mand.Ret aldrig hans navn skal i danske hjerter dø,så længe her ringer en klokke over ø.
"
519;"
1. Kong Christian stod ved højen mast i røg og damp; hans værge hamrede så fast, at gotens hjelm og hjerne brast. Da sank hvert fjendtligt spejl og mast i røg og damp. Fly, skreg de, fly, hvad flygte kan! hvo står for Danmarks Christian i kamp?
2. Niels Juel gav agt på stormens brag: Nu er det tid! Han hejsede det røde flag og slog på fjenden slag i slag. Da skreg de højt blandt stormens brag: Nu er det tid! Fly, skreg de, hver, som véd et skjul! Hvo kan bestå mod Danmarks Juel i strid?
3. O Nordhav, glimt af Wessel brød din mørke sky. Da ty'de kæmper til dit skød; thi med ham lynte skræk og død. Fra vallen hørtes vrål, som brød den tykke sky. Fra Danmark lyner Tordenskjold; hver give sig i Himlens vold og fly!
4. Du danskes vej til ros og magt, sortladne hav! Modtag din ven, som uforsagt tør møde faren med foragt så stolt som du mod stormens magt, sortladne hav! Og rask igennem larm og spil og kamp og sejr før mig til min grav!
"
520;"
1. Min tunge skal med stemmeforkynde sjælens agtsom ej i dag vil glemmeat prise Guds almagtog takke skab’ren blidsom sine vægt’re sendtemit leje de omspændtemig vogtede med flid.
2. Med sorg jeg ned mig lagde,af gråd var salt min mund,og til mig selv jeg sagde:du ser ej morgenstund!Men Herrens godhedskraftbefalte søvnen sødemin tørre hjerne blødeog lindre med sin saft.
3. Tak, Jesus, livsens fyrste!jeg sengen slippe kan,med våben mig udrusteat stride som en mandmod Satan, synd og død,mod eget kød og vilje,mod alt, som ville skillemig fra dig i min nød.
4. Hjælp, hjælper! Hjælp mig, Herre!mit kors er fra din hånd.Vil du dets tyngsel bæreog lindre strenge bånd?Jeg ellers visseligderunder må fortvivle,thi dine skud og pilede sidder dybt i mig.
5. Vil du min nåde øseog skænke rigeligtil mine faderløsedin mildhed ligelig.Vær deres fader god,og glem ej deres færden,men før dem frem i verden,svæk deres fjenders mod.
6. Jeg arme støv og askeendnu ét beder dig,mig ej at overraskebortrykke pludselig;men tillade min åndmed fuld fornuft og stille,tålmodigt fri af viljebefale i din hånd.
"
522;"
1. Kommer hid, I piger små! strengen vil jeg røre, hver et kys I give må for min sang at høre; om så bold en ungersvend, alle vakre pigers ven, gladelig jeg sjunger.
2. Dreng han var, men som en mand han at lege vidste, da os i vor egen strand briten ville friste; strømmen går mod København, Kongedyb er strømmens navn; dér blev legen øvet.
3. Legen med den røde bold på de våde enge altid var fra hedenold leg for danske drenge, i den leg og i den ros bagerst gik ej Willemoes, briten det har vidnet.
4. Drengen blev en voksen mand, barnlig dog i sinde måtte han på sø og land alle hjerter vinde: sømænd bare ham på hånd, og den fagre liljevånd gav ham sin at kysse.
5. Gerne han på hånd og mund kyssede den hulde, var vel og en liden stund, som han ikke skulle, men han var og blev en mand, kæk han drog til fremmed land manddoms værk at øve.
6. Kommer hid, I piger små! strengen vil jeg røre, tårer skal i øjet stå, når min sang I høre; om så bold en ungersvend, alle fagre pigers ven, sørgelig jeg sjunger.
7. Våren er nu kommet nær, dagene sig længe, våren har I piger kær, blomster gror i enge; dog I skal i sene år mindes, at I så en vår med bedrøvet øje.
8. Ak! thi før sig op af jord blomsten kunne trænge, falmede en blomst i Nord, som skal mindes længe; Willemoes var blomstens navn, og ej glemmes tunge savn midt i blomsterflokken.
9. Hist i nord går Odden ud mellem høje bølger, der blev døn af stærke skud, ""Kristjan"" ej sig dølger; men som gamle Kristian står han fast på danske strand, skønt hans blod udrinder.
10. Willemoes! du måtte gå andet hjem at finde, tårer i vort øje stå, men de tør ej rinde; ak! thi ville vi, at du skulle vanke her endnu, ""Kristjan"" overleve?
11. Hører det, I piger små!I må ikke græde, men når over eng I gå mellem vårens spæde, binder da af dem en krans, parrer blomsterne med sans til den faldnes ære!
12. Hvis det rørte hjertes sang hjertet røre kunne, sjunger den da mangen gang i de stille lunde; sjunger den ved breden strand, når hen over hviden sand voven sagte triller!
"
523;"
1. Sig nærmer tiden, da jeg må væk, jeg hører vinterens stemme; thi også jeg er kun her på træk og haver andensteds hjemme.
2. Jeg vidste længe, jeg skal herfra; det hjertet ikke betynger, og derfor lige glad nu og da på gennemrejsen jeg synger.
3. Jeg skulle sjunget lidt mer måske - måske vel også lidt bedre; men mørke dage jeg måtte se, og storme rev mine fjedre.
4. Jeg ville gerne i Guds natur med frihed spændt mine vinger, men sidder fast i mit snævre bur, det alle vegne mig tvinger.
5. Jeg ville gerne fra højen sky udsendt de gladere sange; men blive må jeg for kost og ly en stakkels gældbunden fange.
6. Tit ligevel til en smule trøst jeg ud af fængselet titter og sender stundom min vemodsrøst med længsel gennem mit gitter.
7. Lyt og, o vandrer, til denne sang, lidt af din vej du hidtræde!Gud véd, måske det er sidste gang, du hører livsfangen kvæde.
8. Mig bæres for, som ret snart i kvæld at gitterværket vil briste; thi kvidre vil jeg et ømt farvel; måske det bliver det sidste.
"
524;"
1. Dengang jeg drog af sted, dengang jeg drog af sted, min pige ville med, ja, min pige ville med.Det kan du ej, min ven! Jeg går i krigen hen, og hvis jeg ikke falder, kommer jeg nok hjem igen. Ja, var der ingen fare, så blev jeg her hos dig, men alle Danmarks piger, de stoler nu på mig. Og derfor vil jeg slås som tapper landsoldat. Hurra, hurra, hurra!
2. Min fader og min mor, min fader og min mor, de sagde disse ord: ja, de sagde disse ord "" Når dem, vi stoler på, i krigen monne gå, hvem skal så pløje markerne, og hvem skal græsset slå?""Ja, det er netop derfor, vi alle må af sted, for ellers kommer tysken og hjælper os dermed; og derfor vil jeg slås ...
3. Når tysken kommer her, når tysken kommer her, beklager jeg enhver.Ja, beklager jeg enhver, til Peder og til Povl han siger: ""Du bist faul"". og skælder man ham ud på dansk, så siger han: ""Hols maul!"" For folk, som taler alle sprog, er det nu lige fedt, men Fanden heller inte for den, som kun kan ét; og derfor vil jeg slås ...
4. Om Dannebrog jeg véd, om Dannebrog jeg ved, det faldt fra himlen ned; ja, det faldt fra himlen ned, det flagrer i vor havn og fra soldatens favn, og ingen anden fane har som den sit eget navn.Og den har tysken hånet og trådt den under fod; nej, dertil er vor fane for gammel og for god; og derfor vil jeg slås ...
5. Vi byder fjenden trods, vi byder fjenden trods, når kongen er med os; ja, når kongen er med os, med draget sværd han står, han snakker ej, men slår, så dansk som han var ingen konge her i mange år.De lader, som de tror, at han inte mer er fri, og selv vil de dog ha' ham i det tyske slaveri; og derfor vil jeg slås ...
6. For pigen og vort land, for pigen og vort land, vi kæmper alle mand, ja, vi kæmper alle mand.Og ve det usle drog, der elsker ej sit sprog og ej vil ofre liv og blod for gamle Dannebrog! Men kommer jeg ej hjem til min gamle far og mor, kong Frederik vil trøste dem med disse hersens ord: Sit løfte har han holdt, den tapre landsoldat! Hurra, hurra, hurra!
"
525;"
1. Her rejses en skole som mange før,snart er de hundred og én vel ude,her råbes atter det gamle: hør!Se ud! stryg duggen af sjælens rude!De kendte sange,som hundred gangevi hørte før i de danske vange,//: vil lyde her. ://2. Vil lyde her med fornyet klang,som bøg i maj sig hvert år forynger,som ny igen bli'r den gamle sang,så tit en mand den af hjertet synger.Den gamle tale,men vakt af dvaletil dette forår, det ny, at male,//: skal lyde her. ://3. Thi altid ung er den gamle jord,og evig frisk er Guds nådes kilde,og den, som mærker, at græsset gror,for ham står livet vist aldrig stille.Derfor vi kvædei sorg og glædeom jordens grøde og himlens væde//: den gamle sang. ://4. Og rammer uår vor danske egn,vil livets groende fremfærd stoppe,vi kæmpe under de gamle tegn,end står Guds bue i sky histoppe.Hvad vintren øder,det somren bøderog Gud vort virke med sejr forsøder//: af evig art. ://5. Så hæv dig, skole, og frygt kun ej:forældet aldrig blev livets tale,før trættes hist ude af dans og legpå fjordens tilje de bølger svale.Når hjertets agerlivs-ord modtager,vi alt hernede det forår smager,//: som ældes ej. ://
"
526;"
1. Det var en sommermorgen,endnu før det blev dag,da yppedes på hedenet Holger-Danske-slag;da sol stod op i øster,den næppe var at se,og alle fuglerøster,i struben kvaltes de.
2. Det var på Isted Hedeog så i Øvre-Stolk,for gamle Danmarks æreda stred det danske folk,ja, for den danske tungeog for det danske landstred heltene de ungesom gamle Hildetand.
3. Dér faldt den gamle nordmand,den djærve Schleppegrell,han regned mer ej kugler,end hagl det hårde fjeld!Dér faldt den bolde Læssøei helte-manddoms-år,og for den danske løvedet var et hjertesår.
4. Dér faldt i ungdoms blomsterså mangen modig svend,at tysken tror det næppe,vi mange har igen;dog synger danske drenge,de slår i vænget top;som blomsterne i engehvert år de vokser op.
5. Tak være danske piger,som græde nu i lønfor broder og for bejler,som moder for en søn!de holdt dem ej tilbagemed bange suk og gråd,men sang for dem med Brage:Vågn op til heltedåd!
6. Guds fred med vore dødei Danmarks rosengård!Guds fred med dem, som blødeaf dybe hjertesår!vor kærlighed med alle,de store og de små,som ville stå og faldemed løven askegrå!
7. Gud gav en herlig sejrden lange sommerdag,fra morgengry til middagdet tordned slag i slag,men da i middagsstedetman så den gyldne sol,da vundet var guldsædettil Danmarks dronningstol.
8. Fra Als til Dannevirke,fra Sli til Ægirs dørskal Danmarks løver springepå gyldengrund som før;hos angler og hos friseri genfødt vennelagskal synges kæmpeviserom sejrens julidag.
9. Og hver gang Danmark græderguldtårer med guldklang,og hver gang øjet perlerved liflig vemodssang,da hvælve rosenteltedem selv ved havets bred,hvor Danmarks juliheltefik deres lejested.
"
527;"
1. Du skønne land med dal og bakker fagre,med grønne enge og med gyldne agre;med kløfterne, hvor bækkensig gennem krattet snor,og langs med vejen hækken,hvor fugleskaren bor!Skønne land! I din rige havemindets blomst gror på heltegrave.mindets blomst.
2. En kampens pris din dejlighed er vorden;en bejler kom fra syd og en fra norden;den ene kom i glansenaf rigdom og af magtog bød dig brudekransenog herlighed og pragt;fagre ord talte han med liste,fagre ord mange hjerter friste,fagre ord!
3. Den anden rakte hånden jævnt og stilleog havde ikke mange ord at spilde,dog var der i hans stemmeden gamle kendte klang,som ingen kan forglemme,der hørte den engang:det var sang fra din barndoms dage,minderøst om din fryd og klage,minderøst!
4. Thi du er vokset af hans egen stamme,og du er fostret af den fælles amme,og før han lod dig fare,og før han dig forlod,før ville han ej sparesit bedste hjerteblod.Ej på skrømt fór hans sværd af skeden;tunge slag drøned over heden,tunge slag!
5. Den fagre kampens pris har dansken vundet,og bruden har sin rette brudgom fundet;nu vil han jaord drikkealt med sin liljevand,og mellem dem slet ikkeer plads til tredjemand.Før hun skal rives fra hans side,end en dyst tør vel dansken ride,end en dyst!
"
528;"
1. Hvad synger du omså højt i det blå?hvem gælder din vise?vil sneen du priseog visne strå?har solen dig kaldet?den skinner så kold,og skoven er skaldetog marken gold.
2. ""Jeg stiger så højt,jeg skuer så vidt,jeg ser, at den kommer,den liflige sommer,med snare skridt.Alt hører jeg vågneden rislende bæk,det døde og dovneda flyr med skræk.
3. Jeg skuer så langt,jeg synger så fritom tågen, der lettes,om engen, der spættesmed rødt og hvidt,om snekken, der danser,om sæden, der gror,om glæden, der kranserden danske jord.""
4. Hvad drømmer du omså højt i det blå?Mon glæden kan trives,hvor ørnene rivesom fugle små?kan marken os trøsteog bugnende træ'r,når fjender skal høstedet guld, de bær'?
5. ""Jeg stiger så højt,jeg skuer så vidt,bag tågen derommejeg øjner det kommemed snare skridt;alt hører jeg vågne,hvad slumred så fast,det døde og dovne,da flyr i hast.
6. Jeg stiger så højt,jeg skuer med lyst,at fædrenes mindesit tempel skal findei barnets bryst,at sagnet i hyttefår vinger igen,og drenge, der lytte,går ud som mænd.
7. Jeg skuer så langt,jeg synger så froom vælden, der glipper,om duen, der slipperaf ørnens klo,om freden, der kommermed stordåd og sang,om sol og skærsommeri Danevang.""
"
